"publisher","name","align","eye","hair","sex","alive","appearances","year"
"marvel","William Grant Nelson (Earth-616)","Neutral","Green","others","Male","Living",6,2010
"marvel","Brady Briedel (Earth-616)","Bad","Green","No","Male","Living",6,2011
"marvel","Evolutionary (Earth-616)","Bad","Brown","Brown","Male","Living",6,2011
"marvel","Orksa (Earth-616)","Neutral","White","No","Female","Living",6,2011
"marvel","Rhea (Warhawk) (Earth-616)","Neutral","Brown","Black","Female","Living",6,2011
"marvel","Sun Wukong (Earth-616)","Good","Black","Bald","Male","Living",6,2011
"marvel","Ultimate Nullifier (Teen Brigade) (Earth-616)","Good","Blue","White","Male","Living",6,2011
"marvel","Uravo (Earth-616)","Neutral","Yellow","No","Female","Living",6,2011
"marvel","Borya Cich (Earth-616)","Bad","Blue","Bald","Male","Deceased",6,2012
"marvel","Gabriel Shepherd (Earth-616)","Good","Blue","Brown","Male","Living",6,2012
"marvel","Mzee (Earth-616)","Bad","Yellow","No","Male","Living",6,2012
"marvel","Omega White (Earth-616)","Bad","White","No","Male","Living",6,2012
"marvel","Remlik (Earth-616)","Bad","Blue","Blond","Male","Living",6,2012
"marvel","Tsar Sultan (Earth-616)","Bad","Black","Brown","Male","Living",6,2012
"marvel","Kazimierz Kazimierczak (Earth-616)","Bad","Blue","Blond","Male","Living",6,2013
"marvel","Jim Taylor (Earth-616)","Good","Brown","Brown","Male","Living",5,1940
"marvel","Robert Foster (Earth-616)","Good","Blue","Red","Male","Living",5,1940
"marvel","Trojak (Earth-616)","Good","Brown","Brown","Male","Living",5,1940
"marvel","Otto von Schmittsder (Earth-616)","Bad","Brown","Bald","Male","Living",5,1951
"marvel","Medusa (Earth-616)","Bad","Green","others","Female","Deceased",5,1953
"marvel","Diane Cummings (Earth-616)","Good","Blue","Blond","Female","Living",5,1961
"marvel","Gargantus (Aquatic Monster) (Earth-616)","Bad","Yellow","No","Male","Living",5,1961
"marvel","Nina Tsiolkovsky (Earth-616)","Bad","Brown","Black","Female","Living",5,1962
"marvel","Tim Boo Ba (Earth-616)","Bad","others","Black","Male","Living",5,1962
"marvel","Carlo Strange (Earth-616)","Bad","Green","Brown","Male","Living",5,1963
"marvel","Dorian Murdstone (Earth-616)","Bad","Black","Black","Male","Living",5,1963
"marvel","Aggamon (Earth-616)","Bad","Green","No","Male","Living",5,1964
"marvel","Antonio Rojo (Earth-616)","Bad","Brown","Black","Male","Living",5,1964
"marvel","Franklin Storm (Earth-616)","Good","Blue","others","Male","Deceased",5,1964
"marvel","Harold Kane (Earth-616)","Bad","Blue","Brown","Male","Living",5,1964
"marvel","Redford Raven (Earth-616)","Bad","Brown","Red","Male","Living",5,1964
"marvel","Robert McCoy (Earth-616)","Good","Blue","others","Male","Living",5,1968
"marvel","Andro (Earth-616)","Bad","Yellow","No","Male","Living",5,1970
"marvel","Durok (Earth-616)","Bad","Red","No","Male","Deceased",5,1971
"marvel","Mikas (Earth-616)","Bad","White","White","Male","Living",5,1971
"marvel","Kamorr (Earth-616)","Good","Black","Brown","Male","Living",5,1972
"marvel","Simon Gilbert (Earth-616)","Bad","others","Black","Male","Deceased",5,1972
"marvel","Cyrus Black (Earth-616)","Bad","Brown","Black","Male","Living",5,1973
"marvel","Nathaniel Omen (Earth-616)","Bad","Black","Bald","Male","Living",5,1973
"marvel","Preyy (Earth-616)","Bad","Green","others","Male","Living",5,1973
"marvel","King Cadaver (Earth-616)","Bad","White","others","Male","Deceased",5,1974
"marvel","Tara (Children of the Comet) (Earth-616)","Bad","Blue","Blond","Female","Deceased",5,1974
"marvel","Drom (Earth-616)","Bad","Blue","Blond","Male","Deceased",5,1975
"marvel","Helleyes (Earth-616)","Bad","others","No","Male","Living",5,1975
"marvel","Jamal Afari (Earth-616)","Good","Brown","Black","Male","Living",5,1975
"marvel","Vraniel (Earth-616)","Good","Blue","Blond","Male","Living",5,1975
"marvel","William Young (Earth-616)","Bad","Brown","Black","Male","Deceased",5,1975
"marvel","Eric Brooks (Doppelganger) (Earth-616)","Bad","Brown","Black","Male","Living",5,1976
"marvel","He Who Remains (Earth-616)","Neutral","Black","No","Male","Living",5,1976
"marvel","Mindy Williams (Earth-616)","Good","Blue","Blond","Female","Living",5,1976
"marvel","Mortimer Norris (Earth-616)","Bad","Black","Black","Male","Living",5,1976
"marvel","Pro-Rata (Earth-616)","Bad","Blue","White","Male","Living",5,1976
"marvel","Jonathan Rich (Earth-616)","Neutral","Green","Black","Male","Living",5,1977
"marvel","Manticore (Earth-616)","Bad","Red","Brown","Male","Living",5,1977
"marvel","Wendy Hunt (Earth-616)","Good","Blue","White","Female","Living",5,1977
"marvel","Joseph Danvers, Sr. (Earth-616)","Neutral","Brown","Brown","Male","Living",5,1978
"marvel","Marie Danvers (Earth-616)","Neutral","Blue","others","Female","Living",5,1978
"marvel","Vera Gemini (Earth-616)","Bad","Red","No","Female","Living",5,1978
"marvel","Jaime Garcia (Earth-616)","Bad","Brown","Black","Male","Living",5,1979
"marvel","Priscilla Ironwood (Earth-616)","Good","Blue","Blond","Female","Living",5,1979
"marvel","Torgo Nia (Earth-616)","Bad","Red","Red","Male","Living",5,1979
"marvel","Vampiro (Eternal) (Earth-616)","Good","White","Black","Male","Living",5,1979
"marvel","Barbara Bannister (Earth-616)","Good","Blue","Red","Female","Living",5,1980
"marvel","Eric Cameron (Earth-616)","Bad","Blue","Brown","Male","Living",5,1980
"marvel","Rachel Sweet (Earth-616)","Bad","Blue","Black","Female","Living",5,1980
"marvel","Grappler (Earth-616)","Bad","Black","Black","Male","Deceased",5,1981
"marvel","Sadie Frickett (Earth-616)","Neutral","Blue","Red","Female","Living",5,1981
"marvel","Alban Emond (Earth-616)","Bad","Brown","White","Male","Living",5,1982
"marvel","Brenda Barclay (Earth-616)","Good","Brown","Black","Female","Living",5,1982
"marvel","Freya (Earth-616)","Good","Green","Blond","Female","Living",5,1982
"marvel","Jack Dulouz (Earth-616)","Bad","White","Black","Male","Living",5,1982
"marvel","Jonathan Logan (Earth-616)","Bad","Blue","Blond","Male","Deceased",5,1982
"marvel","Angela Tortelli (Earth-616)","Good","Blue","Black","Female","Living",5,1983
"marvel","Mary Brown (Karisma) (Earth-616)","Bad","Green","Brown","Female","Living",5,1984
"marvel","Ashake (Egyptian) (Earth-616)","Good","Blue","White","Female","Living",5,1985
"marvel","Cataphrax (Earth-616)","Bad","Red","No","Male","Living",5,1985
"marvel","Susan Banner (Earth-616)","Good","Green","Black","Female","Living",5,1985
"marvel","Theron Atlanta (Earth-616)","Bad","Blue","Brown","Male","Living",5,1985
"marvel","Alvin Healey (Earth-616)","Bad","Green","Brown","Male","Living",5,1986
"marvel","Hiram Riddley (Earth-616)","Good","others","Blond","Male","Living",5,1986
"marvel","Illich Lavrov (Earth-616)","Good","Yellow","Blond","Male","Living",5,1986
"marvel","Timeshadow (Earth-616)","Bad","Brown","Black","Male","Living",5,1986
"marvel","Bertram Hindel (Earth-616)","Bad","Brown","Black","Male","Living",5,1987
"marvel","Eros (Olympian) (Earth-616)","Good","Blue","Blond","Male","Living",5,1987
"marvel","Farouk Al-Fasaud (Earth-616)","Bad","Black","Black","Male","Living",5,1987
"marvel","Nathan Tyler (Earth-616)","Bad","Blue","Blond","Male","Living",5,1987
"marvel","Gailyn Bailey (Earth-616)","Good","Green","Red","Female","Deceased",5,1988
"marvel","Joseph Bailey (Earth-616)","Good","Green","Red","Male","Deceased",5,1988
"marvel","Sally Fortune (Earth-616)","Good","Black","Red","Female","Living",5,1988
"marvel","Arthur Bigelow (Earth-616)","Bad","Blue","Black","Male","Living",5,1989
"marvel","Rex Randolph (Earth-616)","Neutral","Green","Blond","Male","Living",5,1989
"marvel","John Cereus (Earth-616)","Bad","Brown","others","Male","Living",5,1990
"marvel","Dorma (Clones) (Earth-616)","Neutral","Blue","others","Female","Living",5,1991
"marvel","Carter Ryking (Earth-616)","Neutral","Green","Brown","Male","Deceased",5,1992
"marvel","Louis Sadler, Sr. (Earth-616)","Good","Brown","others","Male","Living",5,1992
"marvel","Magpie (Earth-616)","Bad","Brown","Blond","Male","Living",5,1992
"marvel","Micheal Hamilton (Earth-616)","Neutral","Brown","Black","Male","Living",5,1992
"marvel","Pico Halfghanaghan (Earth-616)","Bad","Red","White","Male","Living",5,1992
"marvel","Scuzz (Werewolf) (Earth-616)","Bad","Red","Blond","Male","Deceased",5,1992
"marvel","Ssith (Earth-616)","Bad","Red","No","Male","Living",5,1992
"marvel","Tanuta Umbotha (Earth-616)","Bad","Blue","Bald","Female","Living",5,1992
"marvel","Victor Sternwood (Earth-616)","Bad","Brown","Black","Male","Living",5,1992
"marvel","Wildrun (Earth-616)","Bad","Black","Black","Male","Living",5,1992
"marvel","Annie Jones (Earth-616)","Good","Green","Red","Female","Living",5,1993
"marvel","Carlos deSilva (Earth-616)","Good","Black","Black","Male","Living",5,1993
"marvel","Gulliver Jones (Earth-616)","Good","Brown","Brown","Male","Living",5,1993
"marvel","Marc Devlin (Earth-616)","Good","Red","Bald","Male","Living",5,1993
"marvel","Metarchus (Earth-616)","Bad","Red","Red","Female","Living",5,1993
"marvel","Shaka (Earth-616)","Good","Brown","Black","Male","Living",5,1993
"marvel","General Obsidian (Earth-616)","Bad","Black","No","Male","Living",5,1994
"marvel","Jamil (Earth-616)","Bad","Black","Black","Male","Deceased",5,1994
"marvel","Louis Dexter (Earth-616)","Bad","Brown","Brown","Male","Living",5,1994
"marvel","Malachi (Earth-616)","Bad","White","Black","Female","Living",5,1994
"marvel","Psiphon (Earth-616)","Bad","Red","No","Male","Living",5,1994
"marvel","Sea Leopard (Earth-616)","Bad","Black","Bald","Male","Living",5,1994
"marvel","Spoiler (Earth-616)","Bad","Green","Blond","Male","Living",5,1994
"marvel","Alexander Patel (Earth-616)","Good","Black","Black","Male","Living",5,1995
"marvel","Ever (Earth-616)","Bad","Red","No","Male","Living",5,1995
"marvel","Rex (Earth-616)","Bad","Brown","Black","Male","Deceased",5,1995
"marvel","Tuc (Space Phantom) (Earth-616)","Bad","Red","Blond","Male","Living",5,1995
"marvel","Emma Steed (Earth-616)","Bad","Brown","Black","Female","Living",5,1996
"marvel","Jane Hampshire (Earth-616)","Bad","Red","others","Female","Living",5,1996
"marvel","Jennifer Walters (Heroes Reborn) (Earth-616)","Good","Green","Brown","Female","Living",5,1996
"marvel","Luz Santos (Earth-616)","Good","Brown","Brown","Female","Living",5,1996
"marvel","Sinjin Quarrel (Earth-616)","Good","others","Black","Male","Living",5,1996
"marvel","Anielle (Earth-616)","Good","Blue","Blond","Female","Living",5,1997
"marvel","Isabel Ferguson (Earth-616)","Good","Blue","Black","Female","Living",5,1997
"marvel","Bianca LaNeige (Earth-616)","Bad","Red","others","Female","Living",5,1998
"marvel","Devlin DeAngelo (Earth-616)","Bad","Brown","Black","Male","Living",5,1998
"marvel","Gadriel (Grigori) (Earth-616)","Good","Blue","Blond","Male","Living",5,1998
"marvel","Lawrence Young (Earth-616)","Good","Blue","Black","Male","Living",5,1998
"marvel","M-Plate (Earth-616)","Bad","Red","Black","Female","Living",5,1998
"marvel","Rafe Scanlon (Earth-616)","Bad","Brown","Bald","Male","Deceased",5,1998
"marvel","Sorrow (Earth-616)","Good","White","White","Female","Living",5,1998
"marvel","Ulysses Dragonblood (Earth-616)","Good","White","Bald","Male","Living",5,1998
"marvel","Zawadi (Earth-616)","Good","Brown","Black","Female","Living",5,1998
"marvel","Chi-Chee (Earth-616)","Good","Black","Brown","Male","Living",5,1999
"marvel","Elizabeth Bliss (Earth-616)","Bad","Blue","Blond","Female","Living",5,1999
"marvel","Gianna Esperanza (Earth-616)","Bad","Blue","Brown","Female","Deceased",5,1999
"marvel","Marcus Andrews (Earth-616)","Bad","Brown","Black","Male","Deceased",5,1999
"marvel","Nicolette Giroux (Earth-616)","Bad","Blue","Brown","Female","Living",5,1999
"marvel","Walter Thorson (Earth-616)","Good","Blue","Red","Male","Living",5,1999
"marvel","White Wolf (Hunter) (Earth-616)","Neutral","Brown","Black","Male","Living",5,1999
"marvel","Billy Turner (Earth-616)","Good","Blue","Blond","Male","Living",5,2000
"marvel","Darin II (Earth-616)","Good","Green","others","Male","Living",5,2000
"marvel","Jacques LeBeau (Earth-616)","Neutral","Blue","White","Male","Deceased",5,2000
"marvel","Patrick Carney (Earth-616)","Good","Blue","Brown","Male","Living",5,2000
"marvel","Big Mother (Earth-616)","Bad","Yellow","No","Female","Living",5,2001
"marvel","Christopher Cassera (Earth-616)","Neutral","Blue","Black","Male","Living",5,2001
"marvel","Irina Clayton (Earth-616)","Good","Blue","Brown","Female","Living",5,2001
"marvel","Lupa (Savage Land Mutate) (Earth-616)","Bad","Yellow","Black","Female","Living",5,2001
"marvel","Mister Howlett (Earth-616)","Neutral","Blue","others","Male","Deceased",5,2001
"marvel","Thaiis (Earth-616)","Bad","Blue","Blond","Female","Living",5,2001
"marvel","Una-Rogg (Earth-616)","Bad","Yellow","Black","Female","Living",5,2001
"marvel","Ardina (Earth-616)","Good","White","others","Female","Living",5,2002
"marvel","Atleza Langunn (Earth-616)","Good","Brown","Brown","Female","Living",5,2002
"marvel","Cesar Belinski (Earth-616)","Good","Green","others","Male","Living",5,2002
"marvel","Cosmo (Earth-616)","Neutral","Black","others","Male","Deceased",5,2002
"marvel","Couleur (Earth-616)","Good","Green","others","Male","Living",5,2002
"marvel","Kwate (Earth-616)","Good","Green","others","Male","Living",5,2002
"marvel","Madam Rapier (Earth-616)","Bad","Black","Black","Female","Deceased",5,2002
"marvel","Marduk (Earth-616)","Bad","Blue","Black","Male","Deceased",5,2002
"marvel","Percival (Earth-616)","Good","Green","others","Male","Living",5,2002
"marvel","Rosa Belinski (Earth-616)","Good","Green","others","Male","Living",5,2002
"marvel","Tomothy (Earth-616)","Good","Green","Blond","Male","Living",5,2002
"marvel","Flores (Earth-616)","Bad","Brown","Black","Male","Deceased",5,2003
"marvel","Rose Delany (Earth-616)","Neutral","Green","Blond","Female","Deceased",5,2003
"marvel","Sarah Gail Bradley (Earth-616)","Good","Brown","Black","Female","Living",5,2003
"marvel","Astrid Bloom (Earth-616)","Bad","Brown","Black","Female","Living",5,2004
"marvel","Helena Carlson (Earth-616)","Bad","Blue","Blond","Female","Living",5,2004
"marvel","Morwen (Earth-616)","Bad","Blue","Black","Female","Living",5,2004
"marvel","Raymond Jr. (Earth-616)","Good","Brown","Black","Male","Living",5,2004
"marvel","Sofia Corazon (Earth-616)","Good","Brown","Brown","Female","Deceased",5,2004
"marvel","Elena (Rasputina) (Earth-616)","Neutral","White","Blond","Female","Deceased",5,2005
"marvel","Grigory Efimovich Rasputin (Earth-616)","Bad","Black","Black","Male","Deceased",5,2005
"marvel","Jemima Catmint (Earth-616)","Good","Brown","Black","Female","Living",5,2005
"marvel","Kioshi Keishicho (Earth-616)","Good","Brown","No","Male","Living",5,2005
"marvel","Larisa Mishchenko (Earth-616)","Neutral","Blue","Black","Female","Deceased",5,2005
"marvel","Lumina (Earth-616)","Good","Brown","Black","Female","Living",5,2005
"marvel","Mavis Benally (Earth-616)","Neutral","Brown","Brown","Female","Living",5,2005
"marvel","Mutant Baboon (Earth-616)","Bad","Black","Brown","Male","Living",5,2005
"marvel","Sarah Vale (Earth-616)","Good","Brown","Black","Female","Deceased",5,2005
"marvel","Aguja (Earth-616)","Bad","Green","Blond","Female","Deceased",5,2006
"marvel","Archibald Hunt (Earth-616)","Bad","Brown","others","Male","Living",5,2006
"marvel","Eugene Sykes (Earth-616)","Good","Brown","Brown","Male","Living",5,2006
"marvel","Ghoul (Killer) (Earth-616)","Bad","White","Bald","Male","Deceased",5,2006
"marvel","Hector Espejo (Earth-616)","Neutral","Brown","Black","Male","Living",5,2006
"marvel","Janus (Atlantean) (Earth-616)","Bad","Blue","Black","Male","Living",5,2006
"marvel","Jeff Knudsen (Earth-616)","Neutral","Brown","others","Male","Living",5,2006
"marvel","Valerie Martin (Earth-616)","Good","Brown","Black","Female","Living",5,2006
"marvel","Aghanne (Earth-616)","Bad","Green","Brown","Female","Living",5,2007
"marvel","Althea Green (Earth-616)","Good","Black","Brown","Female","Living",5,2007
"marvel","Arthur Woodman (Earth-616)","Bad","Brown","Black","Male","Deceased",5,2007
"marvel","Brian Talbot (Earth-616)","Neutral","others","Black","Male","Living",5,2007
"marvel","Death Tiger (Earth-616)","Bad","Brown","Black","Male","Deceased",5,2007
"marvel","Emmael (Earth-616)","Good","Blue","Blond","Male","Living",5,2007
"marvel","Gideon Wilson (Earth-616)","Neutral","Brown","Bald","Male","Living",5,2007
"marvel","Krakos (Earth-616)","Bad","Blue","Bald","Male","Living",5,2007
"marvel","Mindwave (Telepath) (Earth-616)","Neutral","others","White","Male","Deceased",5,2007
"marvel","Nichole Martin (Earth-616)","Neutral","Green","Red","Female","Living",5,2007
"marvel","Sihing (Earth-616)","Good","Black","Black","Male","Deceased",5,2007
"marvel","Susan Maddox (Earth-616)","Neutral","Brown","Black","Female","Living",5,2007
"marvel","Carol Danvers (Retro, Skrull) (Earth-616)","Bad","Green","Blond","Female","Deceased",5,2008
"marvel","Criti Noll (Earth-616)","Bad","Green","No","Female","Deceased",5,2008
"marvel","DaVanti (Earth-616)","Bad","others","Blond","Male","Living",5,2008
"marvel","DeHalle (Earth-616)","Bad","others","White","Female","Living",5,2008
"marvel","Jakob Eisenhardt (Earth-616)","Good","Brown","White","Male","Deceased",5,2008
"marvel","James Howlett (Retro, Skrull) (Earth-616)","Bad","Green","No","Male","Deceased",5,2008
"marvel","Jebediah Young (Earth-616)","Bad","Brown","Bald","Male","Living",5,2008
"marvel","Jessica Jones (Skrull) (Earth-616)","Bad","Green","No","Female","Deceased",5,2008
"marvel","Jonathan Bryant (Human) (Earth-616)","Neutral","Blue","Brown","Male","Deceased",5,2008
"marvel","Melanie Crane (Earth-616)","Good","Brown","Brown","Female","Living",5,2008
"marvel","Nogor (Earth-616)","Bad","Red","No","Male","Living",5,2008
"marvel","Phaedra (Earth-616)","Bad","Blue","Blond","Female","Living",5,2008
"marvel","Siri (Earth-616)","Bad","Green","Black","Female","Deceased",5,2008
"marvel","Susan Storm (Retro, Skrull) (Earth-616)","Bad","Green","Blond","Male","Deceased",5,2008
"marvel","Taylor (Purifier) (Earth-616)","Bad","Brown","Brown","Male","Deceased",5,2008
"marvel","VaRikk (Earth-616)","Bad","Green","Red","Male","Living",5,2008
"marvel","Yussuf Hussain (Earth-616)","Good","Brown","Black","Male","Living",5,2008
"marvel","Erin Cicero (Earth-616)","Bad","Red","others","Female","Deceased",5,2009
"marvel","Shep Gunderson (Earth-616)","Bad","Blue","Brown","Male","Living",5,2009
"marvel","Abbey Sykes (Earth-616)","Neutral","Brown","Black","Female","Living",5,2010
"marvel","Bhakti Gavaskar (Earth-616)","Good","Brown","Black","Female","Living",5,2010
"marvel","Dragon (Marco) (Earth-616)","Bad","Brown","Bald","Male","Living",5,2010
"marvel","Eldrac (Earth-616)","Good","Blue","No","Male","Living",5,2010
"marvel","Jentorra (Earth-616)","Good","Green","Blond","Female","Living",5,2010
"marvel","London (WCA) (Earth-616)","Good","Blue","others","Female","Living",5,2010
"marvel","Miranda Bayer (Earth-616)","Good","others","others","Female","Living",5,2010
"marvel","Noelle Blanc (Earth-616)","Bad","Blue","Blond","Female","Living",5,2010
"marvel","Rav Gavaskar (Earth-616)","Neutral","Brown","Black","Male","Living",5,2010
"marvel","Reena Stancioff (Earth-616)","Good","Blue","Blond","Female","Deceased",5,2010
"marvel","Sylvius (Earth-616)","Bad","Green","Red","Female","Living",5,2010
"marvel","Timothy (Inferno Baby) (Earth-616)","Bad","Blue","Black","Male","Deceased",5,2010
"marvel","Carl Rives (Earth-616)","Bad","Black","White","Male","Living",5,2011
"marvel","Dennis Piper (Earth-616)","Good","Blue","Black","Male","Living",5,2011
"marvel","General (Piper) (Earth-616)","Bad","Red","others","Male","Deceased",5,2011
"marvel","Georgios Panayiotou (Earth-616)","Good","Blue","Black","Male","Living",5,2011
"marvel","Jill Harper (Earth-616)","Good","Blue","Blond","Female","Living",5,2011
"marvel","Marcus Lyman (Earth-616)","Bad","Green","Bald","Male","Deceased",5,2011
"marvel","Marvel Girl (Lobe) (Earth-616)","Neutral","Blue","Red","Female","Living",5,2011
"marvel","Penny Newsom (Earth-616)","Neutral","Blue","Blond","Female","Living",5,2011
"marvel","Pryor Cashman (Earth-616)","Bad","Brown","Brown","Male","Living",5,2011
"marvel","Soapbox (Earth-616)","Good","Blue","Blond","Male","Living",5,2011
"marvel","Styx (Legion Personality) (Earth-616)","Bad","Red","Bald","Male","Living",5,2011
"marvel","Bomb (Anthony) (Earth-616)","Good","Brown","Black","Male","Living",5,2012
"marvel","Christine Chen (Earth-616)","Good","Brown","Black","Female","Living",5,2012
"marvel","Gari Oyle (Earth-616)","Bad","Yellow","Brown","Female","Living",5,2012
"marvel","Holly Bright (Earth-616)","Good","Blue","Brown","Female","Deceased",5,2012
"marvel","Honest John (Earth-616)","Bad","Blue","Blond","Male","Living",5,2012
"marvel","Smithy (Earth-616)","Bad","Brown","Brown","Male","Deceased",5,2012
"marvel","Zoe Walsh (Earth-616)","Bad","Brown","Black","Female","Living",5,2012
"marvel","Dangerous Jinn (Earth-616)","Bad","White","No","Male","Living",5,2013
"marvel","Eleanor Bennett (Earth-616)","Good","Blue","Blond","Female","Living",5,2013
"marvel","Mondo (Mojoverse)","Bad","White","Bald","Female","Living",5,2013
"marvel","Santi Sardina (Earth-616)","Good","Green","Black","Male","Living",5,2013
"marvel","Teslav Tarasova (Earth-616)","Neutral","Blue","Blond","Female","Living",5,2013
"marvel","Titus (Earth-616)","Bad","Yellow","No","Male","Deceased",5,2013
"marvel","Allan Lewis (Earth-616)","Good","Blue","Blond","Male","Deceased",4,1940
"marvel","Benjamin Ruff (Earth-616)","Good","Blue","Red","Male","Living",4,1940
"marvel","Bruce Bravelle (Earth-616)","Good","Brown","Brown","Male","Living",4,1940
"marvel","Khufor (Earth-616)","Bad","Blue","No","Male","Living",4,1940
"marvel","Martin Simon Burns (Earth-616)","Good","Blue","Blond","Male","Living",4,1940
"marvel","Muro (Earth-616)","Bad","Black","Black","Male","Living",4,1940
"marvel","Varen David (Earth-616)","Good","Blue","Blond","Male","Living",4,1940
"marvel","Zara of the Jungle (Earth-616)","Good","Blue","Black","Female","Living",4,1940
"marvel","Zephyrus Jones (Earth-616)","Good","Green","others","Male","Living",4,1940
"marvel","Demon (Davey Drew Foe) (Earth-616)","Bad","Red","Black","Male","Living",4,1941
"marvel","Lord of Death (Earth-616)","Bad","Black","White","Male","Living",4,1941
"marvel","Pascal Horta (Earth-616)","Bad","Brown","Black","Male","Living",4,1941
"marvel","Ivan Kronov (Earth-616)","Bad","Yellow","others","Male","Deceased",4,1954
"marvel","Timothy Jones (Adult) (Earth-616)","Neutral","others","Brown","Male","Living",4,1960
"marvel","Gerald Marsh (Earth-616)","Bad","Brown","White","Male","Living",4,1962
"marvel","Kulla (Earth-616)","Bad","Blue","Black","Male","Living",4,1963
"marvel","Ape (Old West) (Earth-616)","Bad","Brown","Brown","Male","Living",4,1964
"marvel","Colossus (Vegan) (Earth-616)","Bad","Brown","Brown","Male","Living",4,1964
"marvel","Lee Portman (Earth-616)","Bad","Blue","Brown","Male","Living",4,1964
"marvel","Morrat (Earth-616)","Bad","Green","No","Male","Deceased",4,1964
"marvel","Zota of Pergamum (Earth-616)","Bad","Brown","Bald","Male","Living",4,1964
"marvel","Frank Smith (Earth-616)","Bad","Blue","Black","Male","Living",4,1965
"marvel","General Wo (Earth-616)","Bad","Black","Black","Male","Living",4,1965
"marvel","Kukulkan (Earth-616)","Bad","others","others","Male","Living",4,1966
"marvel","Tazza (Earth-616)","Bad","Yellow","Black","Male","Living",4,1966
"marvel","Jinni (Earth-616)","Bad","Red","Black","Male","Living",4,1967
"marvel","Ultrana (Earth-616)","Bad","Green","White","Female","Living",4,1967
"marvel","Jonathan East (Earth-616)","Bad","others","White","Male","Deceased",4,1968
"marvel","Dan Dunn (Earth-616)","Bad","Black","Blond","Male","Living",4,1970
"marvel","Toru Tarakoto (Earth-616)","Bad","Brown","Black","Male","Deceased",4,1970
"marvel","Godfried Herter (Earth-616)","Bad","Brown","others","Male","Living",4,1971
"marvel","Black Mariah (Earth-616)","Bad","Brown","Black","Female","Living",4,1973
"marvel","Ludi (Earth-616)","Bad","White","others","Male","Living",4,1973
"marvel","Mongu (Earth-616)","Bad","Red","Brown","Male","Living",4,1973
"marvel","Nimrod (Vampire) (Earth-616)","Bad","Red","Black","Male","Deceased",4,1973
"marvel","Ramon Garcia (Earth-616)","Bad","Brown","Brown","Male","Deceased",4,1973
"marvel","Ree-Zee (Earth-616)","Bad","Red","No","Male","Living",4,1973
"marvel","Thomas Thunderhead (Earth-616)","Good","Black","Black","Male","Living",4,1973
"marvel","Virago (Earth-616)","Bad","others","others","Female","Living",4,1973
"marvel","Zartra (Atlantean) (Earth-616)","Good","Blue","others","Female","Living",4,1973
"marvel","Cornell Cottonmouth (Earth-616)","Bad","Black","Bald","Male","Living",4,1974
"marvel","Loc Do (Earth-616)","Bad","others","Black","Male","Deceased",4,1974
"marvel","Maxwell Plumm (Earth-616)","Bad","Black","Brown","Male","Deceased",4,1974
"marvel","Papa Shorty (Earth-616)","Bad","Brown","Black","Male","Deceased",4,1974
"marvel","Rachel Dandridge (Earth-616)","Neutral","Black","Black","Female","Living",4,1974
"marvel","Victoria Wingate Hellstrom (Earth-616)","Neutral","Blue","Brown","Female","Living",4,1974
"marvel","William Roberts (Earth-616)","Bad","Brown","Black","Male","Living",4,1974
"marvel","Dorrek (Earth-616)","Neutral","Green","No","Male","Living",4,1975
"marvel","Garko (Earth-616)","Bad","Blue","Brown","Male","Deceased",4,1975
"marvel","Kirov Petrovna (Earth-616)","Bad","Blue","Black","Male","Deceased",4,1975
"marvel","Musenda (Earth-616)","Good","Brown","Black","Male","Living",4,1975
"marvel","Nick Lewis, Jr. (Earth-616)","Bad","Brown","Black","Male","Living",4,1975
"marvel","Scrounger (Earth-616)","Neutral","Black","Black","Male","Living",4,1976
"marvel","Slitherogue (Earth-616)","Bad","others","Black","Male","Living",4,1976
"marvel","Abel Stack (Earth-616)","Good","Blue","Brown","Male","Living",4,1977
"marvel","Burgundy (Power Man Ally) (Earth-616)","Good","Brown","Black","Female","Living",4,1977
"marvel","Zirksu (Earth-616)","Bad","Green","No","Male","Living",4,1977
"marvel","Jason Beere (Earth-616)","Bad","Brown","Brown","Male","Living",4,1978
"marvel","Kogar (Earth-616)","Bad","Brown","Black","Male","Living",4,1978
"marvel","Phillip Garcia (Earth-616)","Bad","Brown","Black","Male","Living",4,1978
"marvel","William Evans, Jr. (Earth-616)","Good","Brown","Black","Male","Deceased",4,1979
"marvel","Azaziah (Earth-616)","Bad","Blue","White","Male","Living",4,1980
"marvel","Dominic Tyrone (Earth-616)","Bad","Blue","Black","Male","Deceased",4,1980
"marvel","Hestia (Earth-616)","Good","Blue","Blond","Female","Living",4,1980
"marvel","Narda Ravanna (Earth-616)","Bad","Blue","Brown","Female","Living",4,1980
"marvel","Shialmar (Earth-616)","Bad","Brown","Black","Female","Deceased",4,1980
"marvel","Sylvester Marston (Earth-616)","Bad","Blue","Black","Male","Living",4,1980
"marvel","Leanne (Earth-616)","Good","Brown","Brown","Female","Living",4,1981
"marvel","Shade (Gangster) (Earth-616)","Bad","Brown","Black","Male","Living",4,1981
"marvel","Georgianna Castleberry (Earth-616)","Good","Brown","Black","Female","Living",4,1982
"marvel","Nimrod Strange (Earth-616)","Bad","Brown","Black","Male","Living",4,1982
"marvel","Noburu-Hideki (Earth-616)","Bad","Black","Black","Male","Deceased",4,1982
"marvel","Petunia Grimm (Earth-616)","Good","Blue","Black","Female","Deceased",4,1982
